lakeid,year4,daynum,sampledate,sta,secnview,timeon,timeoff,airtemp,windir,windspd,waveht,cloud,ice
AL,1994,304,1994-10-31,1,1.8,1230,1320,8,NW,8,12,60,
AL,1994,304,1994-10-31,1,,,,,,,,,
AL,1994,321,1994-11-17,1,2.2,915,1035,8,SE,10,5,85,
AL,1994,321,1994-11-17,1,,,,,,,,,
AL,1995,11,1995-01-11,1,1.9,1315,1500,-2,E,10,,100,1
AL,1995,52,1995-02-21,1,2.8,945,1130,12,SE,5,,100,1
AL,1995,52,1995-02-21,1,,,,,,,,,1
AL,1995,121,1995-05-01,1,1.4,935,1130,12,NE,10,10,90,
AL,1995,121,1995-05-01,1,,,,,,,,,
AL,1995,135,1995-05-15,1,2.2,1415,1527,20,NW,15,18,30,
AL,1995,135,1995-05-15,1,,,,,,,,,
AL,1995,150,1995-05-30,1,2.2,1512,1710,27,W,15,12,10,
AL,1995,150,1995-05-30,1,,,,,,,,,
AL,1995,163,1995-06-12,1,2.4,1029,1145,26,N,7,7,25,
AL,1995,163,1995-06-12,1,,,,,,,,,
AL,1995,177,1995-06-26,1,3,1345,1528,32,W,15,1,45,
AL,1995,177,1995-06-26,1,,,,,,,,,
AL,1995,191,1995-07-10,1,3.2,830,940,22,NW,9,10,95,
AL,1995,191,1995-07-10,1,,,,,,,,,
AL,1995,207,1995-07-26,1,2.4,854,1025,27,SE,4,3,80,
AL,1995,207,1995-07-26,1,,,,,,,,,
AL,1995,220,1995-08-08,1,2.2,843,936,24,SE,6,4,100,
AL,1995,220,1995-08-08,1,,,,,,,,,
AL,1995,233,1995-08-21,1,2.4,828,957,23,NW,12,22,0,
AL,1995,233,1995-08-21,1,,,,,,,,,
AL,1995,250,1995-09-07,1,2,917,1019,10,NE,23,15,50,
AL,1995,250,1995-09-07,1,,,,,,,,,
AL,1995,261,1995-09-18,1,1.5,1314,1439,21,NW,5,8,50,
AL,1995,261,1995-09-18,1,,,,,,,,,
AL,1995,275,1995-10-02,1,1.9,1112,1215,16,S,5,5,30,
AL,1995,275,1995-10-02,1,,,,,,,,,
AL,1995,289,1995-10-16,1,2,1326,1440,13,NW,8,3,0,
AL,1995,289,1995-10-16,1,,,,,,,,,
AL,1995,303,1995-10-30,1,2.5,1325,1430,4,N,5,10,18,
AL,1995,303,1995-10-30,1,,,,,,,,,
AL,1995,348,1995-12-14,1,2.1,1300,,-1,W,13,,100,1
AL,1995,348,1995-12-14,1,,,,,,,,,
AL,1996,16,1996-01-16,1,3.4,1130,1310,-5,SW,5,,100,1
AL,1996,16,1996-01-16,1,,,,,,,,,1
AL,1996,51,1996-02-20,1,1.9,1000,1122,1,E,5,,10,1
AL,1996,51,1996-02-20,1,,,,,,,,,1
AL,1996,99,1996-04-08,1,1.7,1102,1220,5,E,3,,98,1
AL,1996,99,1996-04-08,1,,,,,,,,,1
AL,1996,135,1996-05-14,1,2.1,1000,1115,13,SW,4,8,100,
AL,1996,135,1996-05-14,1,,,,,,,,,
AL,1996,151,1996-05-30,1,1.9,1525,1650,23,NW,10,12,1,
AL,1996,151,1996-05-30,1,,,,,,,,,
AL,1996,164,1996-06-12,1,2.6,1400,1610,30,NW,3,6,40,
AL,1996,164,1996-06-12,1,,,,,,,,,
AL,1996,179,1996-06-27,1,2.9,1345,1520,30,W,15,25,1,
AL,1996,179,1996-06-27,1,,,,,,,,,
AL,1996,193,1996-07-11,1,2.6,1350,1525,19,W,17,25,100,
AL,1996,193,1996-07-11,1,,,,,,,,,
AL,1996,204,1996-07-22,1,2.2,1030,1140,23,W,17,25,40,
AL,1996,204,1996-07-22,1,,,,,,,,,
AL,1996,221,1996-08-08,1,2.9,1530,1740,23,W,17,25,50,
AL,1996,221,1996-08-08,1,,,,,,,,,
AL,1996,234,1996-08-21,1,2.9,916,1205,23,E,2,2,0,
AL,1996,234,1996-08-21,1,,,,,,,,,
AL,1996,247,1996-09-03,1,3.5,920,1117,22.5,SW,8,3,100,
AL,1996,247,1996-09-03,1,,,,,,,,,
AL,1996,260,1996-09-16,1,1.6,1250,1405,14.5,N,15,5,100,
AL,1996,260,1996-09-16,1,,,,,,,,,
AL,1996,276,1996-10-02,1,2.2,845,1015,7,NW,23,23,100,
AL,1996,276,1996-10-02,1,,,,,,,,,
AL,1996,290,1996-10-16,1,2.1,1255,1350,21,SW,4,3,10,
AL,1996,290,1996-10-16,1,,,,,,,,,
AL,1996,309,1996-11-04,1,2.3,1315,1435,5.5,NE,2,2,100,
AL,1996,309,1996-11-04,1,,,,,,,,,
AL,1997,20,1997-01-20,1,2.9,1045,1200,-4,NW,5,,99,1
AL,1997,57,1997-02-26,1,2.1,1040,1210,2,S,3,,100,1
AL,1997,78,1997-03-19,1,2.3,1035,1150,0,SW,8,,100,1
AL,1997,133,1997-05-13,1,2,1405,1507,9,SE,5,2,100,
AL,1997,140,1997-05-20,1,2,1203,1242,7,NW,13,10,90,
AL,1997,154,1997-06-03,1,2.5,1500,1630,25.5,SE,3,3,95,
AL,1997,167,1997-06-16,1,3,935,1055,19,NW,13,18,100,
AL,1997,183,1997-07-02,1,3.6,1405,1515,18,SW,13,7,100,
AL,1997,196,1997-07-15,1,3.3,1100,1220,25,NW,9,12,20,
AL,1997,212,1997-07-31,1,4,845,1003,22,W,2,2,5,
AL,1997,226,1997-08-14,1,2.8,800,845,14,SE,3,2,100,
AL,1997,239,1997-08-27,1,3.1,946,1120,21,NW,8,5,5,
AL,1997,251,1997-09-08,1,2.3,1024,1143,18,SSE,3,1,100,
AL,1997,268,1997-09-25,1,1.6,859,1012,19,SW,13,9,10,
AL,1997,280,1997-10-07,1,2.2,819,909,14,SE,8,4,100,
AL,1997,293,1997-10-20,1,1.8,832,948,9,SW,8,7,100,
AL,1997,311,1997-11-07,1,1.9,902,1028,3,WNW,8,7,100,
AL,1998,19,1998-01-19,1,2.1,1020,1140,-6,W,5,,100,1
AL,1998,55,1998-02-24,1,4.1,1230,1350,2,W,10,,100,1
AL,1998,75,1998-03-16,1,3.1,1105,1235,1,S,8,,5,1
AL,1998,112,1998-04-22,1,1.8,1322,1440,20,NW,3,3,3,
AL,1998,124,1998-05-04,1,2.1,1344,1430,19,SSW,10,8,50,
AL,1998,138,1998-05-18,1,2.4,1457,1622,28,WSW,13,10,65,
AL,1998,152,1998-06-01,1,3.1,1312,1415,19,SW,13,18,85,
AL,1998,168,1998-06-17,1,4.1,858,1025,25,NE,3,1,5,
AL,1998,180,1998-06-29,1,3.2,852,940,23.5,W,15,13,2,
AL,1998,194,1998-07-13,1,2.9,1400,1530,30,SW,13,12,20,
AL,1998,210,1998-07-29,1,2.5,1230,1315,24.5,W,10,10,65,
AL,1998,223,1998-08-11,1,3,920,1055,23,E,8,5,20,
AL,1998,237,1998-08-25,1,2.9,850,935,19,NW,8,4,70,
AL,1998,252,1998-09-09,1,2.9,924,1050,18.3,SW,3,3,3,
AL,1998,265,1998-09-22,1,1.6,1300,1345,17,NW,8,10,45,
AL,1998,278,1998-10-05,1,1.9,925,1040,12,SE,20,10,100,
AL,1998,292,1998-10-19,1,1.9,950,1050,8.5,NW,15,20,0,
AL,1998,308,1998-11-04,1,2.6,910,1020,2,VAR,3,2,100,
AL,1999,21,1999-01-21,1,3.2,1110,1235,-3,E,8,,100,1
AL,1999,21,1999-01-21,1,,,,,,,,,1
AL,1999,56,1999-02-25,1,2.2,1220,1325,0.3,S,5,,100,1
AL,1999,56,1999-02-25,1,,,,,,,,,1
AL,1999,82,1999-03-23,1,3.6,955,1105,5,W,10,,5,1
AL,1999,82,1999-03-23,1,,,,,,,,,1
AL,1999,126,1999-05-06,1,2.5,1330,1508,15.3,E,5,5,100,
AL,1999,126,1999-05-06,1,,,,,,,,,
AL,1999,137,1999-05-17,1,4,930,1040,24.9,SW,8,5,70,
AL,1999,137,1999-05-17,1,,,,,,,,,
AL,1999,155,1999-06-04,1,2.8,1353,1530,24.6,E,18,5,95,
AL,1999,167,1999-06-16,1,3.4,1335,1440,20.8,W,3,1,40,
AL,1999,167,1999-06-16,1,,,,,,,,,
AL,1999,179,1999-06-28,1,3.1,1440,1633,18.1,E,15,8,100,
AL,1999,179,1999-06-28,1,,,,,,,,,
AL,1999,195,1999-07-14,1,3,928,1016,20.4,E,8,4,100,
AL,1999,195,1999-07-14,1,,,,,,,,,
AL,1999,209,1999-07-28,1,5,1017,1215,22.1,E,18,8,50,
AL,1999,209,1999-07-28,1,,,,,,,,,
AL,1999,222,1999-08-10,1,2.9,1429,1524,20.8,SE,5,4,85,
AL,1999,222,1999-08-10,1,,,,,,,,,
AL,1999,238,1999-08-26,1,3.5,1345,1530,27.7,W,3,4,30,
AL,1999,250,1999-09-07,1,2.9,1238,1325,20.4,NW,23,10,25,
AL,1999,265,1999-09-22,1,1.6,943,1056,14.2,W,13,4,15,
AL,1999,277,1999-10-04,1,2,1029,1116,4.6,W,13,3,100,
AL,1999,292,1999-10-19,1,2.3,1015,1134,5.1,W,5,3,100,
AL,1999,309,1999-11-05,1,3,1110,1239,9.2,W,15,8,10,
AL,2000,26,2000-01-26,1,5.1,1330,1435,-12,E,5,,5,1
AL,2000,55,2000-02-24,1,4.6,1405,1505,10.1,E,3,,100,1
AL,2000,94,2000-04-03,1,3.1,1048,1145,3.4,W,8,5,100,
AL,2000,115,2000-04-24,1,3,1336,1425,16.7,NW,8,5,100,
AL,2000,125,2000-05-04,1,4.6,1108,1210,24.5,W,10,5,40,
AL,2000,137,2000-05-16,1,4,1340,1440,18,NE,10,5,65,
AL,2000,154,2000-06-02,1,2.8,1020,1135,14,W,15,10,90,
AL,2000,165,2000-06-13,1,3.4,1430,1535,24.2,SSE,8,1,70,
AL,2000,181,2000-06-29,1,2.4,1005,1130,18,W,12,6,15,
AL,2000,194,2000-07-12,1,2.4,1355,1435,20.3,S,7,2,100,
AL,2000,206,2000-07-24,1,2.4,1020,1205,25.1,WSW,15,4,25,
AL,2000,222,2000-08-09,1,1.9,1010,1055,18.7,W,10,5,100,
AL,2000,236,2000-08-23,1,1.4,1105,1300,22.2,S,5,3,70,
AL,2000,252,2000-09-08,1,1.7,1323,1418,23.3,,0,1,80,
AL,2000,263,2000-09-19,1,1.5,1455,1600,17.5,N,2,3,100,
AL,2000,276,2000-10-02,1,1.7,958,1055,12.2,S,10,10,100,
AL,2000,290,2000-10-16,1,2.5,1440,1551,10.9,WNW,5,3,70,
AL,2000,304,2000-10-30,1,2.9,1008,1101,9.3,WNW,13,4,70,
AL,2000,320,2000-11-15,1,3.4,1459,1610,2.1,E,6,4,95,
AL,2001,26,2001-01-26,1,4,1120,1235,-6,,0,,100,1
AL,2001,61,2001-03-02,1,3.6,1125,1230,3,NW,10,,90,1
AL,2001,61,2001-03-02,1,3.6,1125,1230,3,NW,10,,90,1
AL,2001,92,2001-04-02,1,,1120,1220,3,,0,,100,1
AL,2001,121,2001-05-01,1,1.8,1035,1213,21.4,S,3,3,98,
AL,2001,134,2001-05-14,1,3.4,1425,1540,18.3,S,15,10,90,
AL,2001,149,2001-05-29,1,5.6,1450,1615,17.2,W,2,2,0,
AL,2001,162,2001-06-11,1,3.1,1015,1135,27.3,SW,6,3,20,
AL,2001,176,2001-06-25,1,2.8,915,1055,26,E,6,3,1,
AL,2001,191,2001-07-10,1,4.4,935,1030,21.7,SW,8,5,0,
AL,2001,204,2001-07-23,1,2.9,920,1035,24.5,S,7,5,100,
AL,2001,218,2001-08-06,1,3.1,1245,1350,34.4,NW,6,2,30,
AL,2001,235,2001-08-23,1,3.6,1300,1430,25.2,NW,6,5,3,
AL,2001,248,2001-09-05,1,2.5,920,1020,19.2,S,6,5,0,
AL,2001,260,2001-09-17,1,1.7,950,1120,18.5,S,1,1,100,
AL,2001,276,2001-10-03,1,1.8,934,1025,11.5,NW,8,5,100,
AL,2001,288,2001-10-15,1,1.8,1320,1420,10.3,W,8,10,65,
AL,2001,302,2001-10-29,1,2.6,1250,1340,9.4,NW,3,5,0,
AL,2001,318,2001-11-14,1,2.4,1400,1503,13,SW,2,1,100,
AL,2002,23,2002-01-23,1,3.6,1115,1220,-1,W,4,,100,1
AL,2002,64,2002-03-05,1,3.9,1230,1350,-5,W,6,,90,1
AL,2002,94,2002-04-04,1,3.8,1150,1255,1,NW,10,,100,1
AL,2002,113,2002-04-23,1,2.7,1338,1450,15,SSE,8,5,20,
AL,2002,126,2002-05-06,1,2.9,1033,1155,8.9,NE,3,2,100,
AL,2002,140,2002-05-20,1,3.9,920,1035,13,N,8,3,0,
AL,2002,154,2002-06-03,1,4,1310,1415,10,E,6,6,100,
AL,2002,168,2002-06-17,1,3.6,925,1050,20,N,6,1,3,
AL,2002,182,2002-07-01,1,3.1,845,930,27,W,5,5,10,
AL,2002,197,2002-07-16,1,3.3,1230,1330,30,S,5,5,2,
AL,2002,213,2002-08-01,1,4,840,940,21.9,,0,0,100,
AL,2002,226,2002-08-14,1,2.9,915,1020,23,SW,6,5,50,
AL,2002,238,2002-08-26,1,4.2,1235,1320,29,,0,0,15,
AL,2002,252,2002-09-09,1,2.7,1510,1605,32,WSW,8,3,20,
AL,2002,267,2002-09-24,1,1.8,1307,1400,12.8,SW,7,3,20,
AL,2002,282,2002-10-09,1,1.9,1340,1425,9.4,SE,5,1,40,
AL,2002,294,2002-10-21,1,1.9,930,1030,-0.8,SE,6,3,100,
AL,2002,308,2002-11-04,1,1.9,935,1140,0.1,NW,6,8,100,
AL,2003,24,2003-01-24,1,3.3,1155,1315,-14.3,S,8,,98,1
AL,2003,57,2003-02-26,1,3.1,1420,1536,-5,SW,3,,2,1
AL,2003,120,2003-04-30,1,1.4,1030,1230,14,,0,0,60,
AL,2003,135,2003-05-15,1,1.6,1244,1328,20,ESE,4,45,75,
AL,2003,149,2003-05-29,1,5.1,1320,1510,27.5,S,4,2,70,
AL,2003,162,2003-06-11,1,3.6,845,942,23,ENE,3,1,5,
AL,2003,174,2003-06-23,1,3.2,1454,1615,33,NE,4,3,90,
AL,2003,188,2003-07-07,1,3.6,1002,1055,26,WSW,8,5,45,
AL,2003,204,2003-07-23,1,4.4,932,1045,28,,0,2,30,
AL,2003,218,2003-08-06,1,2.9,1307,1427,29,NW,9,10,84,
AL,2003,230,2003-08-18,1,3.9,920,1150,31,S,8,4,0,
AL,2003,245,2003-09-02,1,2.1,1342,1445,,SSW,9,8,10,
AL,2003,260,2003-09-17,1,2.1,1405,1601,23.3,SSW,7,4,10,
AL,2003,273,2003-09-30,1,2.6,1355,1451,9,WNW,6,4,50,
AL,2003,286,2003-10-13,1,3.4,915,1042,12,SW,8,5,30,
AL,2003,303,2003-10-30,1,2.1,945,1050,4,SE,7,2,100,
AL,2003,323,2003-11-19,1,3.2,1228,,7,W,18,12,10,
AL,2004,14,2004-01-14,1,3.3,1230,1335,-9,NE,8,,95,1
AL,2004,50,2004-02-19,1,3.5,950,1115,-1,S,6,,100,1
AL,2004,91,2004-03-31,1,5.1,1100,1210,1,NW,8,,2,1
AL,2004,118,2004-04-27,1,1.4,1143,1300,6,W,9,8,90,
AL,2004,131,2004-05-10,1,2.7,1330,1405,19,NW,5,8,70,
AL,2004,145,2004-05-24,1,3.7,1535,1650,12,ESE,6,4,70,
AL,2004,159,2004-06-07,1,3.4,1000,1140,29,SSW,11,8,90,
AL,2004,173,2004-06-21,1,2.5,945,1145,20,SSW,14,7,90,
AL,2004,189,2004-07-07,1,3.1,930,1040,12,NNW,7,5,100,
AL,2004,204,2004-07-22,1,3,910,1050,21,NW,3,4,100,
AL,2004,215,2004-08-02,1,3.6,1335,1435,27,,0,0,30,
AL,2004,229,2004-08-16,1,2.7,905,1045,17,SW,7,5,100,
AL,2004,245,2004-09-01,1,1.9,1052,1207,23,E,4,1,100,
AL,2004,254,2004-09-10,1,1.7,945,1130,21,S,6,6,2,
AL,2004,274,2004-09-30,1,3.2,913,1038,14.5,SE,4,2,1,
AL,2004,285,2004-10-11,1,2.9,1419,1532,18.5,,0,0,30,
AL,2004,299,2004-10-25,1,1.5,1249,1352,10.1,N,7,6,1,
AL,2004,314,2004-11-09,1,2,1352,1516,6.5,S,10,4,90,
AL,2005,10,2005-01-10,1,4.8,1130,1245,-7,,0,,5,1
AL,2005,54,2005-02-23,1,4.6,1140,1255,-4,W,2,,50,1
AL,2005,91,2005-04-01,1,4.3,1149,1316,2,NE,8,,100,1
AL,2005,109,2005-04-19,1,1.9,1020,1140,19,,0,0,75,
AL,2005,123,2005-05-03,1,3.2,1410,1455,12,SW,1,5,25,
AL,2005,136,2005-05-16,1,5.1,1353,1455,18,,0,0,60,
AL,2005,151,2005-05-31,1,7.3,1505,1615,25,,0,0,40,
AL,2005,165,2005-06-14,1,3.9,1500,1630,18,W,8,5,100,
AL,2005,178,2005-06-27,1,4.8,920,1020,29,WSW,9,5,1,
AL,2005,192,2005-07-11,1,4.7,920,1110,35,WSW,6,3,0,
AL,2005,207,2005-07-26,1,3,918,1021,18,NNW,8,2,85,
AL,2005,220,2005-08-08,1,3,904,1043,27,SW,9,5,10,
AL,2005,235,2005-08-23,1,2.4,1303,1355,29,SSE,4,2,25,
AL,2005,249,2005-09-06,1,1.8,938,1047,20,SW,8,3,100,
AL,2005,265,2005-09-22,1,2.2,1119,1146,16,SW,5,5,97,
AL,2005,276,2005-10-03,1,2.2,918,1053,21,SW,5,2,100,
AL,2005,293,2005-10-20,1,1.5,917,1013,8.5,,0,0,60,
AL,2005,312,2005-11-08,1,2.2,933,1043,7.3,E,4,1,50,
AL,2006,10,2006-01-10,1,3,1115,1245,-3,SW,18,,0,1
AL,2006,58,2006-02-27,1,4,1155,1400,-5,WNW,7,,95,1
AL,2006,87,2006-03-28,1,4.3,1105,1235,2,SW,6,,5,1
AL,2006,110,2006-04-20,1,1.4,1150,1255,13,SSW,2,2,100,
AL,2006,121,2006-05-01,1,1.8,937,1015,10,SE,13,4,100,
AL,2006,136,2006-05-16,1,3.1,1020,1150,,NW,6,3,100,
AL,2006,150,2006-05-30,1,4.2,1500,1625,26,NNW,8,4,80,
AL,2006,163,2006-06-12,1,4.1,1400,1605,22,,0,1,33,
AL,2006,177,2006-06-26,1,3.8,905,1045,23,,0,0,2,
AL,2006,192,2006-07-11,1,4,1410,1535,29,,0,0,60,
AL,2006,206,2006-07-25,1,3.8,930,1045,28,W,3,3,5,
AL,2006,221,2006-08-09,1,3.3,908,1035,20,SW,2,0,80,
AL,2006,233,2006-08-21,1,3.5,1410,1505,24,WSW,9,8,20,
AL,2006,248,2006-09-05,1,3.8,1340,1458,27,W,7,5,15,
AL,2006,262,2006-09-19,1,2,1200,1236,9,W,18,20,100,
AL,2006,277,2006-10-04,1,2.6,1446,1546,14,N,15,15,0,
AL,2006,289,2006-10-16,1,2.5,926,1030,7,S,5,2,100,
AL,2006,304,2006-10-31,1,2.9,947,1051,9,W,25,50,90,
AL,2007,24,2007-01-24,1,4.6,1230,1335,-9,W,15,,85,1
AL,2007,54,2007-02-23,1,5.7,1145,1300,-4,E,7,,95,1
AL,2007,85,2007-03-26,1,5.1,1240,1340,8,SW,4,,90,1
AL,2007,113,2007-04-23,1,1.8,1030,1145,10,NW,9,5,90,
AL,2007,127,2007-05-07,1,4.4,1145,1235,12,,0,0,100,
AL,2007,141,2007-05-21,1,4.6,1015,1225,12,SE,5,2,100,
AL,2007,155,2007-06-04,1,3.3,920,1025,16,NW,5,5,99,
AL,2007,170,2007-06-19,1,2.8,1000,1110,18,W,20,30,30,
AL,2007,185,2007-07-04,1,3.5,930,1015,27,W,8,5,10,
AL,2007,197,2007-07-16,1,3.3,1325,1435,27,SW,0,1,50,
AL,2007,211,2007-07-30,1,3.9,840,935,25,WNW,5,4,12,
AL,2007,227,2007-08-15,1,2.7,920,1005,17,SE,5,2,100,
AL,2007,242,2007-08-30,1,3,829,925,17,NW,1,1,1,
AL,2007,253,2007-09-10,1,1.9,900,1030,11.5,SE,5,3,98,
AL,2007,270,2007-09-27,1,2.1,1210,1300,13,W,6,7,96,
AL,2007,281,2007-10-08,1,1.8,1227,1326,21,S,11,8,90,
AL,2007,295,2007-10-22,1,2.5,1233,1328,7,NW,11,9,98,
AL,2007,312,2007-11-08,1,4.4,1220,1339,2,,0,0,100,
AL,2008,15,2008-01-15,1,4.4,1145,1300,-7,,0,,100,1
AL,2008,63,2008-03-03,1,4.9,1415,1525,-8,W,9,,1,1
AL,2008,85,2008-03-25,1,3.9,1230,1345,0,W,19,,100,1
AL,2008,129,2008-05-08,1,2,1250,1346,17,SW,6,2,20,
AL,2008,140,2008-05-19,1,2.4,1415,1451,13,SW,6,8,95,
AL,2008,154,2008-06-02,1,6.2,1546,1715,14,,0,0,100,
AL,2008,171,2008-06-19,1,2.8,1542,1628,20,W,6,5,60,
AL,2008,182,2008-06-30,1,2.5,945,1112,21.1,NW,7,6,8,
AL,2008,197,2008-07-15,1,3,1100,1240,33,,0,1,50,
AL,2008,210,2008-07-28,1,3,1000,1240,30,,0,0,2,
AL,2008,225,2008-08-12,1,2.5,1528,1612,20,SW,4,2,100,
AL,2008,238,2008-08-25,1,2.6,1010,1130,19,SW,3,2,0,
AL,2008,253,2008-09-09,1,2.1,1149,1231,14,NW,6,5,15,
AL,2008,266,2008-09-22,1,1.6,908,1003,18,S,6,3,90,
AL,2008,280,2008-10-06,1,1.9,1136,1229,9,SE,6,4,100,
AL,2008,294,2008-10-20,1,3,1259,1356,8,NW,14,20,15,
AL,2008,311,2008-11-06,1,3.5,1314,1422,11,SE,20,20,100,
AL,2009,20,2009-01-20,1,4.9,1350,1500,-10,SW,6,,97,1
AL,2009,54,2009-02-23,1,5.4,1340,1500,-9,,0,,10,1
AL,2009,76,2009-03-17,1,5.1,1105,1210,8,SW,5,,30,1
AL,2009,117,2009-04-27,1,2,1110,1240,7,W,9,8,100,
AL,2009,132,2009-05-12,1,3.1,1215,1303,18,SW,12,5,40,
AL,2009,146,2009-05-26,1,3.3,1023,1221,12,S,6,3,100,
AL,2009,159,2009-06-08,1,3.5,1310,1407,8.5,SSW,8,4,100,
AL,2009,173,2009-06-22,1,3.2,1013,1134,27,SE,5,4,65,
AL,2009,187,2009-07-06,1,2.7,950,1102,17,NW,12,15,5,
AL,2009,202,2009-07-21,1,2.3,1411,1535,22,SW,7,5,95,
AL,2009,216,2009-08-04,1,3.1,940,1030,17,NW,16,10,55,
AL,2009,231,2009-08-19,1,2,916,1026,18,SSE,5,4,85,
AL,2009,243,2009-08-31,1,1.6,1458,1544,20,WSW,6,5,15,
AL,2009,257,2009-09-14,1,4.1,1405,1533,26,SE,7,5,60,
AL,2009,272,2009-09-29,1,2,1315,1405,8,WSW,12,10,100,
AL,2009,287,2009-10-14,1,2.1,1502,1607,4,SSE,2,2,100,
AL,2009,299,2009-10-26,1,4.4,951,1046,4,,0,0,100,
AL,2009,313,2009-11-09,1,2.3,1337,1525,8,NNE,7,5,5,
AL,2010,19,2010-01-19,1,2.7,1135,1250,-6,,0,,100,1
AL,2010,47,2010-02-16,1,3.7,1210,1340,-5,NW,15,,100,1
AL,2010,81,2010-03-22,1,5.9,1035,1130,4,SE,3,,15,1
AL,2010,102,2010-04-12,1,2.7,1050,1210,,SSW,6,3,100,
AL,2010,117,2010-04-27,1,6.5,1424,1513,13,N,5,3,2,
AL,2010,132,2010-05-12,1,4.8,1020,1130,11,E,17,10,15,
AL,2010,144,2010-05-24,1,6,1453,1622,29,SSW,7,3,70,
AL,2010,158,2010-06-07,1,3.3,1538,1716,22,S,3,1,45,
AL,2010,173,2010-06-22,1,3.9,1256,1340,37,E,5,6,45,
AL,2010,189,2010-07-08,1,3.3,830,952,36,W,7,5,10,
AL,2010,200,2010-07-19,1,2.2,1000,1035,29,NE,4,4,50,
AL,2010,214,2010-08-02,1,2.3,1239,1345,25,W,7,6,100,
AL,2010,230,2010-08-18,1,2.1,1325,1400,22,W,7,10,100,
AL,2010,243,2010-08-31,1,2.1,1030,1222,24,SW,8,3,100,
AL,2010,256,2010-09-13,1,1.5,1400,1500,15,WNW,20,15,5,
AL,2010,272,2010-09-29,1,1.9,1457,1608,14,WNW,8,20,100,
AL,2010,285,2010-10-12,1,3.2,1400,1455,22,WSW,4,2,15,
AL,2010,301,2010-10-28,1,2.4,955,1110,4,WNW,20,28,100,
AL,2010,314,2010-11-10,1,3.4,900,1040,8,SSE,6,3,100,
AL,2011,19,2011-01-19,1,2.9,1317,1425,-10,WNW,6,,100,
AL,2011,46,2011-02-15,1,2.7,1005,1110,3,S,6,,98,
AL,2011,75,2011-03-16,1,3.9,1410,1510,10,SW,6,,90,
AL,2011,122,2011-05-02,1,1.8,1105,1220,0,W,7,5,100,
AL,2011,137,2011-05-17,1,2.5,1444,1549,18,ESE,7,6,2,
AL,2011,151,2011-05-31,1,1.2,1559,1733,22,WSW,22,24,10,
AL,2011,164,2011-06-13,1,3.4,930,1156,21,ESE,5,1,3,
AL,2011,178,2011-06-27,1,3.4,923,1049,21,ESE,8,9,100,
AL,2011,193,2011-07-12,1,2.6,922,1030,22,WNW,9,12,95,
AL,2011,206,2011-07-25,1,2.8,940,1110,25,NNW,8,22,5,
AL,2011,220,2011-08-08,1,2.4,1448,1532,30,WSW,2,2,90,
AL,2011,234,2011-08-22,1,2.6,1051,1304,23,SSW,5,2,70,
AL,2011,250,2011-09-07,1,2.3,930,1050,19,NW,5,4,0,
AL,2011,262,2011-09-19,1,2.2,1000,1100,15,NNW,8,10,5,
AL,2011,278,2011-10-05,1,2.3,1010,1109,19.5,SSE,2,3,10,
AL,2011,290,2011-10-17,1,2.2,1447,1600,9.5,WNW,9,12,100,
AL,2011,304,2011-10-31,1,2.4,1405,1504,7.5,WSW,6,4,100,
AL,2011,315,2011-11-11,1,2.3,1451,1643,3,WSW,5,7,20,
AL,2012,16,2012-01-16,1,4.1,1430,1533,-2,NNW,8,,100,
AL,2012,54,2012-02-23,1,3.2,1110,1210,7,,0,,70,
AL,2012,94,2012-04-03,1,3.1,1445,1540,15,NW,5,2,0,
AL,2012,107,2012-04-16,1,1.5,1040,1120,1,NW,12,13,100,
AL,2012,121,2012-04-30,1,3.2,955,1050,,S,2,1,100,
AL,2012,135,2012-05-14,1,4.2,1327,1410,26,W,6,7,35,
AL,2012,150,2012-05-29,1,3.1,937,1045,15,WSW,9,7,70,
AL,2012,163,2012-06-11,1,3.6,1006,1105,26,SSW,8,8,100,
AL,2012,178,2012-06-26,1,2.8,1323,1421,30,SSW,5,7,1,
AL,2012,192,2012-07-10,1,3.6,909,956,31,,0,0,20,
AL,2012,207,2012-07-25,1,2.7,1022,1112,20,SSE,4,6,100,
AL,2012,219,2012-08-06,1,1.9,1305,1345,29,SSW,14,24,2,
AL,2012,233,2012-08-20,1,1.5,1525,1645,22,SW,7,5,50,
AL,2012,248,2012-09-04,1,0.7,1415,1454,38,S,8,1,10,
AL,2012,263,2012-09-19,1,1.1,1315,1422,12.5,SE,6,7,85,
AL,2012,275,2012-10-01,1,2.9,928,1037,17,SW,8,4,70,
AL,2012,292,2012-10-18,1,2.9,943,1048,12.5,,0,0,90,
AL,2012,306,2012-11-01,1,2.8,1330,1425,3.5,N,9,10,90,
AL,2012,314,2012-11-09,1,3.3,1440,1547,4.5,E,6,3,95,
BM,1981,155,1981-06-04,1,,,,23.2,SE,,,,
BM,1981,168,1981-06-17,1,,,,22,SW,23,,0,
BM,1981,181,1981-06-30,1,,,,20.8,,,,,
BM,1981,195,1981-07-14,1,,,,20.5,0,0,0,99,
BM,1981,209,1981-07-28,1,,,,25,NE,5,,,
BM,1981,223,1981-08-11,1,,,,24,SW,,0,25,
BM,1981,238,1981-08-26,1,,,,19,,,,99,
BM,1981,257,1981-09-14,1,,,,17.2,W,8,8,15,
BM,1981,266,1981-09-23,1,,,,11.2,S,8,18,80,
BM,1981,293,1981-10-20,1,,,,7.9,N,5,8,99,
