lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
SP,1985,135,1985-05-15,0.357,,
SP,1985,149,1985-05-29,0.309,,
SP,1985,161,1985-06-10,0.329,,
SP,1985,176,1985-06-25,0.287,,
SP,1985,191,1985-07-10,0.308,,
SP,1985,203,1985-07-22,0.314,,
SP,1985,217,1985-08-05,0.327,,
SP,1985,231,1985-08-19,0.282,,
SP,1985,253,1985-09-10,0.336,,
SP,1985,273,1985-09-30,0.195,,
SP,1985,296,1985-10-23,0.278,,
SP,1985,315,1985-11-11,0.554,,
SP,1986,14,1986-01-14,0.507,,
SP,1986,58,1986-02-27,,V,extcoef: Insufficient light data
SP,1986,114,1986-04-24,0.482,,
SP,1986,127,1986-05-07,0.409,,
SP,1986,139,1986-05-19,0.438,,
SP,1986,154,1986-06-03,0.369,,
SP,1986,167,1986-06-16,0.35,,
SP,1986,181,1986-06-30,0.349,,
SP,1986,195,1986-07-14,0.284,,
SP,1986,210,1986-07-29,0.365,,
SP,1986,223,1986-08-11,0.349,,
SP,1986,237,1986-08-25,,V,extcoef: Light not monotonically decreasing
SP,1986,251,1986-09-08,0.318,,
SP,1986,265,1986-09-22,0.256,,
SP,1986,280,1986-10-07,0.362,,
SP,1986,294,1986-10-21,0.398,,
SP,1986,316,1986-11-12,0.531,,
SP,1987,14,1987-01-14,0.342,,
SP,1987,55,1987-02-24,0.352,,
SP,1987,83,1987-03-24,0.327,,
SP,1987,110,1987-04-20,0.372,,
SP,1987,125,1987-05-05,0.369,,
SP,1987,140,1987-05-20,0.295,,
SP,1987,153,1987-06-02,0.336,,
SP,1987,162,1987-06-11,0.245,,
SP,1987,180,1987-06-29,0.336,,
SP,1987,194,1987-07-13,0.35,,
SP,1987,210,1987-07-29,0.334,,
SP,1987,223,1987-08-11,0.32,,
SP,1987,238,1987-08-26,0.271,,
SP,1987,251,1987-09-08,0.244,,
SP,1987,264,1987-09-21,0.271,,
SP,1987,278,1987-10-05,0.294,,
SP,1987,293,1987-10-20,0.358,,
SP,1987,306,1987-11-02,0.546,,
SP,1987,320,1987-11-16,0.529,,
SP,1988,19,1988-01-19,,V,extcoef: Light not monotonically decreasing
SP,1988,60,1988-02-29,0.282,,
SP,1988,95,1988-04-04,0.271,,
SP,1988,116,1988-04-25,0.462,,
SP,1988,130,1988-05-09,0.318,,
SP,1988,145,1988-05-24,0.298,,
SP,1988,158,1988-06-06,0.281,,
SP,1988,173,1988-06-21,0.263,,
SP,1988,187,1988-07-05,0.299,,
SP,1988,200,1988-07-18,0.253,,
SP,1988,214,1988-08-01,0.271,,
SP,1988,229,1988-08-16,0.299,,
SP,1988,242,1988-08-29,0.265,,
SP,1988,256,1988-09-12,0.239,,
SP,1988,271,1988-09-27,0.28,,
SP,1988,284,1988-10-10,0.268,,
SP,1988,298,1988-10-24,0.346,,
SP,1988,313,1988-11-08,0.389,,
SP,1989,12,1989-01-12,,V,extcoef: No light data
SP,1989,54,1989-02-23,0.302,,
SP,1989,88,1989-03-29,0.218,,
SP,1989,121,1989-05-01,0.383,,
SP,1989,137,1989-05-17,0.365,,
SP,1989,150,1989-05-30,0.275,,
SP,1989,164,1989-06-13,0.254,,
SP,1989,177,1989-06-26,0.315,,
SP,1989,191,1989-07-10,0.35,,
SP,1989,205,1989-07-24,0.277,,
SP,1989,220,1989-08-08,0.342,,
SP,1989,233,1989-08-21,,V,extcoef: Light not monotonically decreasing
SP,1989,248,1989-09-05,0.333,,
SP,1989,261,1989-09-18,,V,extcoef: Light not monotonically decreasing
SP,1989,275,1989-10-02,0.221,,
SP,1989,289,1989-10-16,0.289,,
SP,1989,305,1989-11-01,0.331,,
SP,1989,318,1989-11-14,0.368,,
SP,1990,17,1990-01-17,,V,extcoef: Insufficient light data
SP,1990,50,1990-02-19,0.373,,
SP,1990,87,1990-03-28,,V,extcoef: No light data
SP,1990,120,1990-04-30,0.434,,
SP,1990,135,1990-05-15,0.299,,
SP,1990,149,1990-05-29,,V,extcoef: Light not monotonically decreasing
SP,1990,165,1990-06-14,0.395,,
SP,1990,177,1990-06-26,0.302,,
SP,1990,191,1990-07-10,0.299,,
SP,1990,204,1990-07-23,0.286,,
SP,1990,219,1990-08-07,0.321,,
SP,1990,233,1990-08-21,0.332,,
SP,1990,247,1990-09-04,0.275,,
SP,1990,262,1990-09-19,0.319,,
SP,1990,275,1990-10-02,0.338,,
SP,1990,289,1990-10-16,0.348,,
SP,1990,304,1990-10-31,0.565,,
SP,1990,316,1990-11-12,0.527,,
SP,1991,16,1991-01-16,,V,extcoef: Insufficient light data
SP,1991,50,1991-02-19,,V,extcoef: Insufficient light data
SP,1991,84,1991-03-25,0.3,,
SP,1991,127,1991-05-07,0.409,,
SP,1991,142,1991-05-22,0.289,,
SP,1991,154,1991-06-03,0.384,,
SP,1991,170,1991-06-19,0.363,,
SP,1991,182,1991-07-01,0.305,,
SP,1991,197,1991-07-16,0.366,,
SP,1991,211,1991-07-30,0.372,,
SP,1991,224,1991-08-12,0.353,,
SP,1991,240,1991-08-28,,V,extcoef: Light not monotonically decreasing
SP,1991,252,1991-09-09,0.309,,
SP,1991,266,1991-09-23,0.339,,
SP,1991,280,1991-10-07,0.363,,
SP,1991,315,1991-11-11,0.601,,
SP,1992,14,1992-01-14,0.388,,
SP,1992,61,1992-03-01,0.316,,
SP,1992,87,1992-03-27,0.3,,
SP,1992,127,1992-05-06,0.528,,
SP,1992,140,1992-05-19,0.419,,
SP,1992,154,1992-06-02,0.399,,
SP,1992,167,1992-06-15,0.321,,
SP,1992,182,1992-06-30,0.379,,
SP,1992,196,1992-07-14,0.372,,
SP,1992,211,1992-07-29,0.38,,
SP,1992,224,1992-08-11,0.306,,
SP,1992,237,1992-08-24,,V,extcoef: Light not monotonically decreasing
SP,1992,252,1992-09-08,,V,extcoef: Light not monotonically decreasing
SP,1992,268,1992-09-24,0.349,,
SP,1992,279,1992-10-05,,V,extcoef: Light not monotonically decreasing
SP,1992,294,1992-10-20,0.286,,
SP,1992,314,1992-11-09,0.596,,
SP,1993,13,1993-01-13,,V,extcoef: Insufficient light data
SP,1993,60,1993-03-01,,V,extcoef: Light not monotonically decreasing
SP,1993,81,1993-03-22,0.284,,
SP,1993,124,1993-05-04,,V,extcoef: Insufficient light data
SP,1993,138,1993-05-18,0.398,,
SP,1993,152,1993-06-01,0.39,,
SP,1993,165,1993-06-14,0.368,,
SP,1993,181,1993-06-30,0.293,,
SP,1993,195,1993-07-14,0.394,,
SP,1993,208,1993-07-27,0.365,,
SP,1993,223,1993-08-11,0.324,,
SP,1993,235,1993-08-23,,V,extcoef: Light not monotonically decreasing
SP,1993,251,1993-09-08,,V,extcoef: Light not monotonically decreasing
SP,1993,266,1993-09-23,0.355,,
SP,1993,278,1993-10-05,0.306,,
SP,1993,291,1993-10-18,0.292,,
SP,1993,314,1993-11-10,0.632,,
SP,1994,12,1994-01-12,0.566,,
SP,1994,52,1994-02-21,0.285,,
SP,1994,87,1994-03-28,,V,extcoef: Insufficient light data
SP,1994,125,1994-05-05,0.444,,
SP,1994,136,1994-05-16,0.453,,
SP,1994,152,1994-06-01,0.407,,
SP,1994,166,1994-06-15,,V,extcoef: Light not monotonically decreasing
SP,1994,178,1994-06-27,0.39,,
SP,1994,193,1994-07-12,,V,extcoef: Light not monotonically decreasing
SP,1994,208,1994-07-27,0.385,,
SP,1994,221,1994-08-09,0.381,,
SP,1994,236,1994-08-24,,V,extcoef: Light not monotonically decreasing
SP,1994,249,1994-09-06,0.283,,
SP,1994,264,1994-09-21,,V,extcoef: Light not monotonically decreasing
SP,1994,276,1994-10-03,0.341,,
SP,1994,290,1994-10-17,0.346,,
SP,1994,305,1994-11-01,0.489,,
SP,1994,320,1994-11-16,0.544,,
SP,1995,9,1995-01-09,0.62,,
SP,1995,51,1995-02-20,,V,extcoef: Insufficient light data
SP,1995,83,1995-03-24,0.249,,
SP,1995,122,1995-05-02,0.388,,
SP,1995,135,1995-05-15,,V,extcoef: Light not monotonically decreasing
SP,1995,151,1995-05-31,0.312,,
SP,1995,165,1995-06-14,0.351,,
SP,1995,178,1995-06-27,0.293,,
SP,1995,192,1995-07-11,0.342,,
SP,1995,205,1995-07-24,0.337,,
SP,1995,219,1995-08-07,0.312,,
SP,1995,234,1995-08-22,0.331,,
SP,1995,249,1995-09-06,0.28,,
SP,1995,262,1995-09-19,,V,extcoef: Light not monotonically decreasing
SP,1995,276,1995-10-03,,V,extcoef: Light not monotonically decreasing
SP,1995,291,1995-10-18,0.352,,
SP,1995,304,1995-10-31,0.389,,
SP,1995,317,1995-11-13,0.493,,
SP,1996,24,1996-01-24,0.855,,
SP,1996,52,1996-02-21,0.318,,
SP,1996,92,1996-04-01,,V,extcoef: Insufficient light data
SP,1996,135,1996-05-14,0.417,,
SP,1996,150,1996-05-29,0.447,,
SP,1996,162,1996-06-10,0.411,,
SP,1996,178,1996-06-26,0.345,,
SP,1996,192,1996-07-10,0.368,,
SP,1996,207,1996-07-25,0.351,,
SP,1996,221,1996-08-08,0.309,,
SP,1996,233,1996-08-20,0.365,,
SP,1996,249,1996-09-05,,V,extcoef: Light not monotonically decreasing
SP,1996,262,1996-09-18,0.389,,
SP,1996,274,1996-09-30,0.351,,
SP,1996,289,1996-10-15,,V,extcoef: Light not monotonically decreasing
SP,1996,311,1996-11-06,0.594,,
SP,1997,14,1997-01-14,,V,extcoef: No light data
SP,1997,48,1997-02-17,,V,extcoef: No light data
SP,1997,84,1997-03-25,,V,extcoef: Insufficient light data
SP,1997,126,1997-05-06,0.566,,
SP,1997,141,1997-05-21,0.432,,
SP,1997,155,1997-06-04,0.407,,
SP,1997,169,1997-06-18,0.35,,
SP,1997,182,1997-07-01,0.347,,
SP,1997,198,1997-07-17,,V,extcoef: Light not monotonically decreasing
SP,1997,210,1997-07-29,,V,extcoef: Light not monotonically decreasing
SP,1997,225,1997-08-13,,V,extcoef: No light data
SP,1997,240,1997-08-28,0.325,,
SP,1997,252,1997-09-09,0.318,,
SP,1997,267,1997-09-24,0.367,,
SP,1997,280,1997-10-07,0.3,,
SP,1997,297,1997-10-24,0.437,,
SP,1997,314,1997-11-10,0.544,,
SP,1998,12,1998-01-12,,V,extcoef: Insufficient light data
SP,1998,54,1998-02-23,0.359,,
SP,1998,77,1998-03-18,,V,extcoef: Insufficient light data
SP,1998,110,1998-04-20,0.49,,
SP,1998,125,1998-05-05,0.407,,
SP,1998,139,1998-05-19,0.37,,
SP,1998,152,1998-06-01,0.366,,
SP,1998,166,1998-06-15,0.344,,
SP,1998,180,1998-06-29,0.341,,
SP,1998,195,1998-07-14,0.332,,
SP,1998,208,1998-07-27,0.329,,
SP,1998,224,1998-08-12,0.319,,
SP,1998,238,1998-08-26,0.323,,
SP,1998,252,1998-09-09,0.33,,
SP,1998,267,1998-09-24,0.264,,
SP,1998,279,1998-10-06,0.312,,
SP,1998,293,1998-10-20,0.355,,
SP,1998,316,1998-11-12,0.769,,
SP,1999,18,1999-01-18,,V,extcoef: Insufficient light data
SP,1999,54,1999-02-23,,V,extcoef: Insufficient light data
SP,1999,83,1999-03-24,0.418,,
SP,1999,124,1999-05-04,0.326,,
SP,1999,140,1999-05-20,0.284,,
SP,1999,153,1999-06-02,0.301,,
SP,1999,167,1999-06-16,0.293,,
SP,1999,182,1999-07-01,0.279,,
SP,1999,196,1999-07-15,0.299,,
SP,1999,209,1999-07-28,0.32,,
SP,1999,222,1999-08-10,0.275,,
SP,1999,235,1999-08-23,0.245,,
SP,1999,252,1999-09-09,0.292,,
SP,1999,266,1999-09-23,0.374,,
SP,1999,281,1999-10-08,0.312,,
SP,1999,292,1999-10-19,0.319,,
SP,1999,314,1999-11-10,0.771,,
SP,2000,18,2000-01-18,,V,extcoef: Insufficient light data
SP,2000,53,2000-02-22,,V,extcoef: Insufficient light data
SP,2000,97,2000-04-06,0.494,,
SP,2000,109,2000-04-18,0.442,,
SP,2000,123,2000-05-02,0.352,,
SP,2000,138,2000-05-17,0.333,,
SP,2000,151,2000-05-30,0.282,,
SP,2000,165,2000-06-13,0.293,,
SP,2000,179,2000-06-27,0.277,,
SP,2000,194,2000-07-12,0.374,,
SP,2000,208,2000-07-26,0.312,,
SP,2000,221,2000-08-08,0.261,,
SP,2000,234,2000-08-21,0.347,,
SP,2000,250,2000-09-06,0.313,,
SP,2000,262,2000-09-18,0.335,,
SP,2000,277,2000-10-03,0.26,,
SP,2000,291,2000-10-17,0.284,,
SP,2000,306,2000-11-01,0.239,,
SP,2000,321,2000-11-16,0.361,,
SP,2001,22,2001-01-22,0.309,,
SP,2001,59,2001-02-28,0.212,,
SP,2001,93,2001-04-03,0.232,,
SP,2001,120,2001-04-30,0.417,,
SP,2001,134,2001-05-14,,V,extcoef: Light not monotonically decreasing
SP,2001,149,2001-05-29,0.315,,
SP,2001,162,2001-06-11,0.265,,
SP,2001,177,2001-06-26,0.28,,
SP,2001,190,2001-07-09,0.239,,
SP,2001,205,2001-07-24,0.279,,
SP,2001,218,2001-08-06,0.244,,
SP,2001,232,2001-08-20,0.264,,
SP,2001,247,2001-09-04,,V,extcoef: Light not monotonically decreasing
SP,2001,261,2001-09-18,0.242,,
SP,2001,275,2001-10-02,0.258,,
SP,2001,288,2001-10-15,0.236,,
SP,2001,302,2001-10-29,0.33,,
SP,2001,319,2001-11-15,0.346,,
SP,2002,16,2002-01-16,0.416,,
SP,2002,59,2002-02-28,0.267,,
SP,2002,91,2002-04-01,0.189,,
SP,2002,113,2002-04-23,0.365,,
SP,2002,127,2002-05-07,0.425,,
SP,2002,142,2002-05-22,,V,extcoef: Light not monotonically decreasing
SP,2002,156,2002-06-05,0.353,,
SP,2002,170,2002-06-19,0.308,,
SP,2002,184,2002-07-03,0.3,,
SP,2002,198,2002-07-17,0.311,,
SP,2002,211,2002-07-30,0.366,,
SP,2002,226,2002-08-14,0.333,,
SP,2002,241,2002-08-29,0.345,,
SP,2002,255,2002-09-12,0.334,,
SP,2002,269,2002-09-26,,V,extcoef: No light data
SP,2002,282,2002-10-09,0.257,,
SP,2002,297,2002-10-24,0.535,,
SP,2002,311,2002-11-07,0.461,,
SP,2003,15,2003-01-15,,V,extcoef: No light data
SP,2003,65,2003-03-06,0.238,,
SP,2003,92,2003-04-02,0.411,,
SP,2003,119,2003-04-29,0.36,,
SP,2003,134,2003-05-14,0.392,,
SP,2003,150,2003-05-30,,V,extcoef: No light data
SP,2003,160,2003-06-09,0.37,,
SP,2003,174,2003-06-23,0.29,,
SP,2003,188,2003-07-07,0.354,,
SP,2003,202,2003-07-21,0.296,,
SP,2003,216,2003-08-04,0.283,,
SP,2003,232,2003-08-20,0.26,,
SP,2003,246,2003-09-03,0.298,,
SP,2003,259,2003-09-16,0.33,,
SP,2003,274,2003-10-01,0.261,,
SP,2003,287,2003-10-14,,V,extcoef: No light data
SP,2003,301,2003-10-28,0.33,,
SP,2003,317,2003-11-13,0.553,,
SP,2004,12,2004-01-12,,V,extcoef: Insufficient light data
SP,2004,49,2004-02-18,,V,extcoef: Insufficient light data
SP,2004,98,2004-04-07,0.25,,
SP,2004,121,2004-04-30,,V,extcoef: No light data
SP,2004,131,2004-05-10,,V,extcoef: No light data
SP,2004,145,2004-05-24,0.382,,
SP,2004,159,2004-06-07,0.394,,
SP,2004,174,2004-06-22,0.32,,
SP,2004,188,2004-07-06,0.48,,
SP,2004,203,2004-07-21,0.304,,
SP,2004,215,2004-08-02,0.314,,
SP,2004,229,2004-08-16,0.3,,
SP,2004,243,2004-08-30,0.326,,
SP,2004,257,2004-09-13,0.322,,
SP,2004,273,2004-09-29,0.338,,
SP,2004,285,2004-10-11,0.293,,
SP,2004,299,2004-10-25,0.292,,
SP,2004,315,2004-11-10,0.524,,
SP,2005,19,2005-01-19,,V,extcoef: Insufficient light data
SP,2005,56,2005-02-25,0.509,,
SP,2005,96,2005-04-06,0.397,,
SP,2005,110,2005-04-20,0.352,,
SP,2005,122,2005-05-02,0.397,,
SP,2005,139,2005-05-19,0.336,,
SP,2005,152,2005-06-01,0.353,,
SP,2005,164,2005-06-13,0.273,,
SP,2005,178,2005-06-27,0.251,,
SP,2005,193,2005-07-12,0.289,,
SP,2005,206,2005-07-25,0.28,,
SP,2005,221,2005-08-09,0.275,,
SP,2005,234,2005-08-22,,V,extcoef: Light not monotonically decreasing
SP,2005,251,2005-09-08,0.266,,
SP,2005,262,2005-09-19,,V,extcoef: Light not monotonically decreasing
SP,2005,276,2005-10-03,,V,extcoef: Light not monotonically decreasing
SP,2005,290,2005-10-17,0.325,,
SP,2005,319,2005-11-15,0.524,,
SP,2006,17,2006-01-17,,V,extcoef: Insufficient light data
SP,2006,44,2006-02-13,,V,extcoef: Insufficient light data
SP,2006,90,2006-03-31,0.272,,
SP,2006,110,2006-04-20,0.434,,
SP,2006,122,2006-05-02,0.377,,
SP,2006,138,2006-05-18,0.327,,
SP,2006,151,2006-05-31,0.385,,
SP,2006,166,2006-06-15,0.329,,
SP,2006,179,2006-06-28,0.343,,
SP,2006,193,2006-07-12,0.292,,
SP,2006,207,2006-07-26,0.302,,
SP,2006,221,2006-08-09,0.311,,
SP,2006,236,2006-08-24,0.309,,
SP,2006,251,2006-09-08,0.181,,
SP,2006,264,2006-09-21,0.296,,
SP,2006,277,2006-10-04,,V,extcoef: Light not monotonically decreasing
SP,2006,292,2006-10-19,0.248,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,2006,303,2006-10-30,0.449,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,2007,15,2007-01-15,0.53,,
SP,2007,51,2007-02-20,0.315,,
SP,2007,87,2007-03-28,0.283,,
SP,2007,114,2007-04-24,0.416,,
SP,2007,129,2007-05-09,0.34,,
SP,2007,141,2007-05-21,0.363,,
SP,2007,157,2007-06-06,0.391,,
SP,2007,170,2007-06-19,0.339,,
SP,2007,183,2007-07-02,0.308,,
SP,2007,197,2007-07-16,0.336,,
SP,2007,204,2007-07-23,0.315,,
SP,2007,211,2007-07-30,0.32,,
SP,2007,225,2007-08-13,0.323,,
SP,2007,239,2007-08-27,0.31,,
SP,2007,254,2007-09-11,0.273,,
SP,2007,267,2007-09-24,0.343,,
SP,2007,283,2007-10-10,0.262,,
SP,2007,296,2007-10-23,0.312,,
SP,2007,299,2007-10-26,,V,extcoef: No light data
SP,2007,316,2007-11-12,0.411,,
SP,2008,17,2008-01-17,0.356,,
SP,2008,63,2008-03-03,0.236,,
SP,2008,87,2008-03-27,0.236,,
SP,2008,134,2008-05-13,0.381,,
SP,2008,140,2008-05-19,0.349,,
SP,2008,154,2008-06-02,0.35,,
SP,2008,170,2008-06-18,0.369,,
SP,2008,183,2008-07-01,,V,extcoef: Light not monotonically decreasing
SP,2008,197,2008-07-15,0.349,,
SP,2008,211,2008-07-29,0.32,,
SP,2008,225,2008-08-12,0.353,,
SP,2008,238,2008-08-25,0.314,,
SP,2008,252,2008-09-08,0.302,,
SP,2008,267,2008-09-23,0.334,,
SP,2008,281,2008-10-07,0.234,,
SP,2008,294,2008-10-20,0.306,,
SP,2008,317,2008-11-12,0.428,,
SP,2008,329,2008-11-24,,V,extcoef: No light data
SP,2009,20,2009-01-20,,V,extcoef: No light data
SP,2009,55,2009-02-24,0.278,,
SP,2009,79,2009-03-20,0.269,,
SP,2009,119,2009-04-29,0.373,,
SP,2009,133,2009-05-13,0.338,,
SP,2009,147,2009-05-27,0.304,,
SP,2009,161,2009-06-10,0.267,,
SP,2009,176,2009-06-25,0.282,,
SP,2009,190,2009-07-09,0.318,,
SP,2009,203,2009-07-22,0.343,,
SP,2009,218,2009-08-06,0.344,,
SP,2009,231,2009-08-19,0.3,,
SP,2009,246,2009-09-03,0.334,,
SP,2009,260,2009-09-17,0.339,,
SP,2009,274,2009-10-01,0.331,,
SP,2009,287,2009-10-14,0.31,,
SP,2009,302,2009-10-29,0.484,,
SP,2009,315,2009-11-11,0.411,,
SP,2010,12,2010-01-12,0.267,,
SP,2010,42,2010-02-11,0.275,,
SP,2010,102,2010-04-12,0.371,,
SP,2010,117,2010-04-27,0.347,,
SP,2010,130,2010-05-10,0.376,,
SP,2010,144,2010-05-24,0.367,,
SP,2010,159,2010-06-08,0.292,,
SP,2010,172,2010-06-21,0.336,,
SP,2010,187,2010-07-06,0.339,,
SP,2010,201,2010-07-20,0.31,,
SP,2010,215,2010-08-03,0.307,,
SP,2010,229,2010-08-17,0.319,,
SP,2010,244,2010-09-01,0.318,,
SP,2010,257,2010-09-14,0.296,,
SP,2010,271,2010-09-28,0.291,,
SP,2010,285,2010-10-12,0.354,,
SP,2010,299,2010-10-26,0.335,,
SP,2010,315,2010-11-11,0.394,,
SP,2011,18,2011-01-18,0.224,,
SP,2011,45,2011-02-14,0.216,,
SP,2011,80,2011-03-21,0.284,,
SP,2011,123,2011-05-03,0.409,,
SP,2011,136,2011-05-16,0.363,,
SP,2011,154,2011-06-03,0.375,,
SP,2011,164,2011-06-13,0.385,,
SP,2011,179,2011-06-28,,V,extcoef: Light not monotonically decreasing
SP,2011,182,2011-07-01,,V,extcoef: No light data
SP,2011,192,2011-07-11,0.276,,
SP,2011,197,2011-07-16,,V,extcoef: No light data
SP,2011,207,2011-07-26,0.343,,
SP,2011,210,2011-07-29,,V,extcoef: No light data
SP,2011,220,2011-08-08,0.323,,
SP,2011,224,2011-08-12,,V,extcoef: No light data
SP,2011,234,2011-08-22,0.282,,
SP,2011,235,2011-08-23,,V,extcoef: No light data
SP,2011,249,2011-09-06,0.282,,
SP,2011,263,2011-09-20,0.262,,
SP,2011,277,2011-10-04,0.307,,
SP,2011,290,2011-10-17,,V,extcoef: Light not monotonically decreasing
SP,2011,304,2011-10-31,0.36,,
SP,2011,319,2011-11-15,0.463,,
SP,2012,12,2012-01-12,,,
SP,2012,52,2012-02-21,,,
SP,2012,93,2012-04-02,,,
SP,2012,108,2012-04-17,,,
SP,2012,123,2012-05-02,,,
SP,2012,137,2012-05-16,,,
SP,2012,152,2012-05-31,,,
SP,2012,153,2012-06-01,,,
SP,2012,165,2012-06-13,,,
SP,2012,166,2012-06-14,,,
SP,2012,179,2012-06-27,,,
SP,2012,194,2012-07-12,,,
SP,2012,207,2012-07-25,,,
SP,2012,222,2012-08-09,,,
SP,2012,236,2012-08-23,,,
SP,2012,249,2012-09-05,,,
SP,2012,261,2012-09-17,,,
SP,2012,278,2012-10-04,,,
SP,2012,293,2012-10-19,,,
SP,2012,305,2012-10-31,,,
SP,2012,317,2012-11-12,,,
TB,1981,196,1981-07-15,,V,extcoef: Insufficient light data
TB,1981,210,1981-07-29,,V,extcoef: Insufficient light data
TB,1981,224,1981-08-12,,V,extcoef: Insufficient light data
TB,1981,239,1981-08-27,,V,extcoef: Insufficient light data
TB,1981,257,1981-09-14,,V,extcoef: Insufficient light data
TB,1981,269,1981-09-26,,V,extcoef: Insufficient light data
TB,1981,296,1981-10-23,,V,extcoef: Insufficient light data
TB,1982,27,1982-01-27,,V,extcoef: No light data
TB,1982,62,1982-03-03,,V,extcoef: No light data
TB,1982,96,1982-04-06,,V,extcoef: No light data
TB,1982,132,1982-05-12,,V,extcoef: Insufficient light data
TB,1982,144,1982-05-24,,V,extcoef: Insufficient light data
TB,1982,158,1982-06-07,,V,extcoef: Light not monotonically decreasing
TB,1982,172,1982-06-21,0.639,,
TB,1982,188,1982-07-07,,V,extcoef: Light not monotonically decreasing
TB,1982,203,1982-07-22,,V,extcoef: No light data
TB,1982,216,1982-08-04,,V,extcoef: No light data
TB,1982,231,1982-08-19,2.759,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light Calc from 2 light values
TB,1982,250,1982-09-07,2.451,J,extcoef: Calculated from 2 frlight values
TB,1982,263,1982-09-20,,V,extcoef: Insufficient light data
TB,1982,280,1982-10-07,,V,extcoef: Insufficient light data
TB,1982,291,1982-10-18,,V,extcoef: Insufficient light data
TB,1982,313,1982-11-09,,V,extcoef: Insufficient light data
TB,1982,334,1982-11-30,,V,extcoef: No light data
TB,1983,10,1983-01-10,,V,extcoef: No light data
TB,1983,53,1983-02-22,,V,extcoef: No light data
TB,1983,83,1983-03-24,,V,extcoef: No light data
TB,1983,129,1983-05-09,,V,extcoef: Insufficient light data
TB,1983,144,1983-05-24,,V,extcoef: No light data
TB,1983,160,1983-06-09,0.351,J,extcoef: Calculated from 2 frlight values
TB,1983,174,1983-06-23,2.234,J,extcoef: Calculated from 2 frlight values
TB,1983,186,1983-07-05,2.708,J,extcoef: Calculated from 2 frlight values
TB,1983,200,1983-07-19,2.464,J,extcoef: Calculated from 2 frlight values
TB,1983,215,1983-08-03,2.752,J,extcoef: Calculated from 2 frlight values
TB,1983,229,1983-08-17,,V,extcoef: No light data
TB,1983,251,1983-09-08,2.872,J,extcoef: Calculated from 2 frlight values
TB,1983,271,1983-09-28,2.058,J,extcoef: Calculated from 2 frlight values
TB,1983,292,1983-10-19,,V,extcoef: Insufficient light data
TB,1983,318,1983-11-14,,V,extcoef: Insufficient light data
TB,1984,3,1984-01-03,,V,extcoef: No light data
TB,1984,59,1984-02-28,,V,extcoef: No light data
TB,1984,95,1984-04-04,,V,extcoef: No light data
TB,1984,129,1984-05-08,,V,extcoef: Insufficient light data
TB,1984,143,1984-05-22,,V,extcoef: Insufficient light data
TB,1984,156,1984-06-04,,V,extcoef: Insufficient light data
TB,1984,171,1984-06-19,,V,extcoef: Insufficient light data
TB,1984,184,1984-07-02,2.549,J,extcoef: Calculated from 2 frlight values
TB,1984,199,1984-07-17,,V,extcoef: Insufficient light data
TB,1984,214,1984-08-01,2.61,J,extcoef: Calculated from 2 frlight values
TB,1984,228,1984-08-15,2.028,J,extcoef: Calculated from 2 frlight values
TB,1984,250,1984-09-06,1.705,J,extcoef: Calculated from 2 frlight values
TB,1984,271,1984-09-27,,V,extcoef: Insufficient light data
TB,1984,291,1984-10-17,,V,extcoef: Insufficient light data
TB,1984,313,1984-11-08,,V,extcoef: Insufficient light data
TB,1985,15,1985-01-15,,V,extcoef: Insufficient light data
TB,1985,58,1985-02-27,,V,extcoef: Insufficient light data
TB,1985,84,1985-03-25,5.447,J,extcoef: Calculated from 2 frlight values
TB,1985,100,1985-04-10,,V,extcoef: No light data
TB,1985,119,1985-04-29,2.584,J,extcoef: Calculated from 2 frlight values
TB,1985,133,1985-05-13,2.442,J,extcoef: Calculated from 2 frlight values
TB,1985,151,1985-05-31,,V,extcoef: Insufficient light data
TB,1985,163,1985-06-12,2.42,J,extcoef: Calculated from 2 frlight values
TB,1985,178,1985-06-27,,V,extcoef: Insufficient light data
TB,1985,192,1985-07-11,,V,extcoef: Insufficient light data
TB,1985,205,1985-07-24,,V,extcoef: Insufficient light data
TB,1985,218,1985-08-06,,V,extcoef: Insufficient light data
TB,1985,233,1985-08-21,2.028,J,extcoef: Calculated from 2 frlight values
TB,1985,252,1985-09-09,,V,extcoef: Insufficient light data
TB,1985,274,1985-10-01,0.275,,
TB,1985,296,1985-10-23,,V,extcoef: Insufficient light data
TB,1985,316,1985-11-12,,V,extcoef: Insufficient light data
TB,1986,10,1986-01-10,,V,extcoef: Insufficient light data
TB,1986,56,1986-02-25,,V,extcoef: Insufficient light data
TB,1986,90,1986-03-31,2.373,J,extcoef: Calculated from 2 frlight values
TB,1986,111,1986-04-21,,V,extcoef: Insufficient light data
TB,1986,126,1986-05-06,2.73,J,extcoef: Calculated from 2 frlight values
TB,1986,141,1986-05-21,,V,extcoef: Insufficient light data
TB,1986,154,1986-06-03,2.398,J,extcoef: Calculated from 2 frlight values
TB,1986,167,1986-06-16,2.442,J,extcoef: Calculated from 2 frlight values
TB,1986,182,1986-07-01,,V,extcoef: Insufficient light data
TB,1986,196,1986-07-15,,V,extcoef: Insufficient light data
